ID,Supply Chain Segment,Updated,Team Member,Status2,Timeline,Company,Facility Name,Facility Type,Product Type,Product,Workforce,Production Capacity,Website,Facility Phone,Facility City,Facility State or Province,Facility Country,Data Source,Latitude,Longitude,Status,Workforce_dummy,Icon
9005,Research and Development,8/26/21,NA,Active,NA,A123 Systems,A123 Advanced Engineering Center,NA,Manufacturing,Cell chemistry & manufacturing,Unknown,NA,http://www.a123systems.com/,248-412-9100,Novi,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.49055183,-83.48705974,Active,0,Support Industries
40002,Electrodes and Cells,8/8/22,NA,Active,NA,A123 Systems,A123 Advanced Engineering Center,NA,Manufacturing,Lithium iron phosphate (LFP) chemistry,Unknown,0.969 GWh/yr,http://www.a123systems.com/,248-412-9100,Novi,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.49055183,-83.48705974,Active,0,Manufacturing
5003,Modules and Packs,8/9/21,NA,Active,NA,AA Portable Power Corp.,AA Portable Power Corp.,NA,Cell assemblies and groupings,Packs,30,NA,https://www.aaportablepower.com,510-525-2328,Richmond,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.92084821,-122.3522502,Active,30,Manufacturing
8000,Service and Repair,7/31/22,NA,Active,NA,AA Portable Power Corp.,NA,NA,Testing and/or Certification,Testing,30,NA,https://www.aaportablepower.com/,510-525-2328,Richmond,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.92084821,-122.3522502,Active,30,Support Industries
7001,Equipment,11/2/22,NA,Active,NA,Across International,Across International LLC,NA,Manufacturing Equipment,"Lab furnaces , vacuum ovens, forced air ovens",25,2000 units,https://www.acrossinternational.com,888-988-0899,Livingston,NJ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.80937576,-74.3426637,Active,25,Support Industries
7002,Equipment,11/2/22,NA,Active,NA,Across International,Across International LLC,NA,Manufacturing Equipment,"Lab furnaces , vacuum ovens, forced air ovens",21,2000 units,https://www.acrossinternational.com,888-988-0899,Sparks,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.51828948,-119.7365357,Active,21,Support Industries
9006,Research and Development,8/6/21,NA,Active,NA,"ADA Technologies, Inc","ADA Technologies, Inc",NA,Manufacturing,"Cell Chemistries, process development",Unknown,NA,https://www.adatech.com,303-792-5615,Littleton,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.56966337,-105.123547,Active,0,Support Industries
5004,Modules and Packs,8/1/22,NA,Active,NA,"ADA Technologies, Inc.","ADA Technologies, Inc.",NA,Non-cell components,Thermal Systems,20,NA,https://www.adatech.com,303-792-5615,Littleton,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.56967577,-105.1235578,Active,20,Manufacturing
70002,Equipment,8/26/21,NA,Active,NA,Admiral Instruments,Admiral Instruments HQ,NA,Testing Equipment,Cell tester,Unknown,NA,https://www.admiralinstruments.com,480-256-8706,Tempe,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.42129318,-111.9725615,Active,0,Support Industries
2001,Battery Grade Materials,11/26/22,NA,Active,NA,Advano,Advano,NA,Anode Battery Grade (BG) Materials,Silicon Anode,30,NA,https://www.advano.io,415-634-9866,New Orleans,LA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.03187718,-90.06360373,Active,30,Raw Materials
6000,End of Life,8/1/22,NA,Active,NA,Agmet LLC,Agmet - Oakwood Village,Battery recycling - hydro/pyro/direct,Battery recycling - hydro/pyro/direct,Mixed metal intermediates - alloy/ salts/ sulfates/ mattes,27,NA,https://www.agmetmetals.com,440-439-7400,Oakwood Village,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.35434121,-81.51793565,Active,27,End of Life
8002,Service and Repair,8/28/22,NA,Active,NA,Air Products,NA,NA,Utilities,Other,Unknown,NA,https://www.airproducts.com,610-481-4911,Allentown,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.56005249,-75.5797966,Active,0,Support Industries
8001,Service and Repair,7/31/22,NA,Active,NA,"Airgas, an Air Liquide company",NA,NA,Utilities,Other,Unknown,NA,https://www.airgas.com,610-687-5253,Wayne,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.04199888,-75.36071705,Active,0,Support Industries
5005,Modules and Packs,8/1/20,NA,Active,NA,"AKASOL, Inc.",Hazel Park,NA,Cell assemblies and groupings,Packs; Modules/Arrays,20,400 MWh/yr,https://www.akasol.com,248-25-7843,Hazel Park,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.47502341,-83.09215627,Active,20,Manufacturing
2000,Battery Grade Materials,8/3/22,NA,Active,NA,Alabama Graphite Products LLC,Alabama Graphite Products LLC,NA,Anode Battery Grade Materials,Natural graphite (battery grade),100,6818 MT graphite/yr,https://www.alabamagraphiteproducts.com,205-542-2455,Kelllyton,AL,US,NA,32.98821238,-86.0341634,Active,100,Raw Materials
1000,Raw Materials,8/9/21,NA,Active,NA,Albemarle Corporation,"Albemarle Corporation, Silver Peak NV",NA,Cathode raw materials,Lithium carbonate (crude),75,940 MT contained Li/yr,https://www.albemarle.com,775-937-2222,Silver Peak,NV,US,NA,37.740208,-117.792319,Active,75,Raw Materials
1001,Raw Materials,8/9/21,NA,Active,NA,Albemarle Corporation,"Albemarle - Kings Mountain, NC",NA,Cathode raw materials,Lithium hydroxide,170,NA,https://www.albemarle.com,704-739-2501,Kings Mountain,NC,US,NA,35.22046574,-81.34165268,Active,170,Raw Materials
1002,Raw Materials,12/4/22,NA,Planned or under construction,2029,Albemarle Corporation,"Albemarle - Kings Mountain, NC",NA,Cathode raw materials,Spodumene concentrate (5.5-6% Li2O),200,20125 MT contained Li/yr,https://www.albemarle.com,704-739-2501,Kings Mountain,NC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.22046574,-81.34165268,Planned (2029),200,Raw Materials
2003,Battery Grade Materials,6/18/23,NA,Planned or under construction,unknown timeline,Albemarle Corporation,Mega-Flex,NA,Cathode Battery Grade (BG) Materials,LiOH,300,50000 MT LiOH/yr,https://www.albemarle.com,NA,Richburg,SC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.71724454,-81.01913409,Planned (unknown timeline),300,Raw Materials
5007,Modules and Packs,8/9/21,NA,Active,NA,Alion Science and Technology,Alion Fabrication and Integration Laboratory,NA,Cell assemblies and groupings,Modules/Arrays,Unknown,NA,https://www.alionscience.com,254-634-5785,Crane,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.05179859,-86.8496524,Active,0,Manufacturing
20032,Battery Grade Materials,11/26/22,NA,Active,NA,Alionyx Energy Systems,Alionyx Energy Systems,NA,Cathode Battery Grade (BG) Materials,Redox Active polymers for cathodes,Unknown,NA,https://www.alionyx.com,818-292-2157,Monrovia,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.14107362,-117.9935003,Active,0,Raw Materials
9009,Research and Development,8/28/22,NA,Active,NA,Alkegen,Lauscha Fiber International,NA,Materials,Silicon Fiber Anode,110,NA,https://www.alkegen.com,834-871-3200,Summerville,SC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.04573871,-80.21311965,Active,110,Support Industries
20012,Battery Grade Materials,8/28/22,CH,Planned or under construction,2022,Alkegen,Unifrax,NA,Anode Active Material,Silicon composites,200,NA,https://www.alkegen.com,574-654-7201,New Carlisle,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.70291246,-86.4499648,Under construction (2022),200,Raw Materials
5008,Modules and Packs,8/1/22,NA,Active,NA,AllCell Technology,Broadview,NA,Cell assemblies and groupings,Modules/Arrays,44,NA,https://www.allcelltech.com,872-281-7606,Broadview,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.85497697,-87.86427463,Active,44,Manufacturing
4001,Electrodes and Cells,8/4/22,NA,Active,NA,Altair Nanotechnologies,Altair Nanotechnologies,NA,Prismatic (pouch) cells,Lithium titanate oxide (LTO) chemistry,106,NA,https://www.altairnan.com,317-333-7617,Anderson,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.04012716,-85.72812153,Active,106,Manufacturing
5009,Modules and Packs,8/9/21,NA,Active,NA,Altair Nanotechnologies,Altair Nanotechnologies,NA,Cell assemblies and groupings,Modules/Arrays; Racks/Cabinets,Unknown,NA,https://www.altairnano.com,317-333-7617,Anderson,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.04004502,-85.72802497,Active,0,Manufacturing
4003,Electrodes and Cells,10/6/22,NA,Planned or under construction,2024,American Battery Factory,American Battery Factory,NA,Prismatic (metal can) cells,LFP,Unknown,15 GWh/yr,https://www.americanbatteryfactory.com,385-269-2061,American Fork,UT,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.36207611,-111.7912062,Planned (2024),0,Manufacturing
5012,Modules and Packs,8/7/22,NA,Planned or under construction,2024,American Battery Factory,American Battery Factory,NA,Cell assemblies and groupings,Packs,Unknown,12 GWh/yr,https://www.americanbatteryfactory.com,385-269-2061,American Fork,UT,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.36207611,-111.7912062,Planned (2024),0,Manufacturing
49999,Electrodes and Cells,5/1/23,CH,Planned or under construction,2024,American Battery Factory,American Battery Factory,NA,Cells,NA,1000,3 GWh/yr,NA,NA,Tucson,AZ,US,https://www.charged-the-book.com/na-ev-supply-chain-map,32.085607,-110.950036,Planned (2024),1000,Manufacturing
5011,Modules and Packs,8/6/22,NA,Active,NA,American Battery Solutions,ABS Springboro Manufacturing,NA,Cell assemblies and groupings,Packs,33,2 MWh,https://www.americanbatterysolutions.com,248-462-6364,Springboro,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.56949404,-84.25918919,Active,33,Manufacturing
9010,Research and Development,8/1/22,NA,Active,NA,American Battery Solutions,ABS Lake Orion Innovation Center,NA,Manufacturing,Pack manufacturing,115,NA,https://www.americanbatterysolutions.com,248-462-6364,Lake Orion,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.72665603,-83.24628958,Active,115,Support Industries
1003,Raw Materials,6/18/23,CH,Planned or under construction,unknown timeline,American Battery Technology Company,Tonopah Flats Lithium Project,NA,Cathode raw materials,Lithium carbonate - crude,Unknown,NA,https://www.americanbatterytechnology.com/,775-473-4744,Tonopah,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.06863967,-117.2263496,Planned (unknown timeline),0,Raw Materials
2005,Battery Grade Materials,6/18/23,NA,Planned or under construction,unknown timeline,American Battery Technology Company,"Fernley, NV",NA,Cathode Battery Grade (BG) Materials,LiOH,150,5000 MT/yr,https://www.americanbatterytechnology.com,775-473-4744,Fernley,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.61295337,-119.2513323,Planned (unknown timeline),150,Raw Materials
6001,End of Life,8/1/22,NA,Planned or under construction,2023,American Battery Technology Company,"Fernley, NV",Battery recycling - hydro/pyro/direct,Battery recycling - hydro/pyro/direct,Black Mass,30,NA,https://www.americanbatterytechnology.com,775-473-4744,Fernley,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.61295337,-119.2513323,Under construction (2023),30,End of Life
8003,Service and Repair,7/31/22,NA,Active,NA,"American Hyperform, Inc.",NA,NA,Consulting,Recycling,2,NA,https://www.americanhyperform.com,215-300-0927,Folcroft,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.8897901,-75.277602,Active,2,Support Industries
9008,Research and Development,11/26/22,NA,Planned or under construction,unknown timeline,"American Hyperform, Inc.",American Hyperform Laboratory/ Pilot Plant,NA,Recycling process development,"Data, process definition",20,NA,https://www.americanhyperform.com,215-300-0927,Oklahoma City,OK,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.49462416,-97.57262486,Planned (unknown timeline),20,Support Industries
5013,Modules and Packs,8/1/22,NA,Active,NA,American Lithium Energy,American Lithium Energy,NA,Cell assemblies and groupings,Packs,13,NA,https://www.americanlithiumenergy.com,760-444-5244,Carlsbad,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.13181752,-117.2759594,Active,13,Manufacturing
8004,Service and Repair,7/31/22,NA,Active,NA,American Lithium Energy,NA,NA,Toll Manufacturing,Toll manufacturing of cells and silicon anode materials,13,NA,https://www.americanlithiumenergy.com,760-444-5244,Carlsbad,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.13180853,-117.276,Active,13,Support Industries
9012,Research and Development,7/31/22,NA,Active,NA,American Lithium Energy,American Lithium Energy,NA,Materials,Silicon Anode,13,NA,https://www.americanlithiumenergy.com,760-444-5244,Carlsbad,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.13180853,-117.2760023,Active,13,Support Industries
40032,Electrodes and Cells,NA,NA,Active,NA,American Lithium Energy,ALEC,NA,Other or unknown cells,Other/Unknown,Unknown,NA,https://www.americanlithiumenergy.com,760-444-5244,Carlsbad,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.2124,-93.2279,Active,0,Manufacturing
3000,Other Battery Components and Materials,11/27/22,NA,Active,NA,Ampcera Inc.,R&D and Production Facility,NA,Electrolyte,Solid state electrolyte,11,10.5 MT/yr,https://www.ampcera.com,NA,Tucson,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.13524718,-110.9194086,Active,11,Manufacturing
5014,Modules and Packs,8/27/21,NA,Active,NA,Amphenol,Amphenol Optimize,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.amphenol-optimize.com,52-631-311-1600,Nogales,Sonora,Mexico,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,31.2705702,-110.942322,Active,0,Manufacturing
5015,Modules and Packs,8/27/21,NA,Active,NA,Amphenol,Amphenol Industrial Operations,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.tpil.com,888-364-9011,Sidney,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.2952981,-75.41442084,Active,0,Manufacturing
5016,Modules and Packs,8/27/21,NA,Active,NA,Amphenol,Amphenol Interconnect Products,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.amphenol-ipc.com,607-754-4444,Endwell,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.10899486,-76.01384643,Active,0,Manufacturing
5017,Modules and Packs,8/13/21,NA,Active,NA,Amphenol Advanced Sensors,Amphenol Advanced Sensors,NA,Non-cell components,Safety Systems,Unknown,NA,https://www.amphenol-sensors.com,203-265-8900,St. Marys,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.45693188,-78.55920762,Active,0,Manufacturing
5018,Modules and Packs,8/27/21,NA,Active,NA,Amphenol Thermometrics,Amphenol Thermometrics St. Marys,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.amphenol-sensors.com,203-265-8900,St. Marys,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.45693188,-78.55920762,Active,0,Manufacturing
5019,Modules and Packs,8/13/21,NA,Active,NA,Amphenol Thermometrics,Amphenol Thermometrics Tijuana,NA,Non-cell components,Safety Systems,Unknown,NA,https://www.amphenol-sensors.com,52-664-615-3825,Tijuana,Baja California,Mexico,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.53880326,-116.9186551,Active,0,Manufacturing
9013,Research and Development,8/27/21,NA,Active,NA,Amphenol TPI,Amphenol TPI,NA,Battery Development,Prototype cable assemblies and connectors. Design and new product development for high volume production.,Unknown,NA,https://www.amphenol-sensors.com,204-697-2222,Winnipeg,MB,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,49.91599118,-97.21255486,Active,0,Support Industries
2006,Battery Grade Materials,6/19/23,NA,Active,NA,Amprius,Amprius Lab,NA,Anode Battery Grade (BG) Materials,Silicon nanowire anode,50,5.0000000000000002E-5 GWh/yr,https://www.amprius.com,800-425-8803,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.46823573,-121.9256727,Active,50,Raw Materials
4005,Electrodes and Cells,6/19/23,NA,Planned or under construction,NA,Amprius,Amprius Fab,NA,Other/ Unknown cells,LIBs with silicon nanowire anode,330,5 GWh/yr,https://www.amprius.com,NA,Brighton,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.97690084,-104.7645234,Planned (2025),330,Manufacturing
9011,Research and Development,6/19/23,NA,Active,NA,Amprius,Amprius Lab,NA,Anode Battery Grade (BG) Materials,Silicon nanowire anode,Unknown,NA,https://www.amprius.com,800-425-8803,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.46823573,-121.9256727,Active,0,Support Industries
2002,Battery Grade Materials,8/3/22,NA,Active,NA,Amsted Graphite,Clarksburg,NA,Anode Battery Grade Materials,Natural graphite (battery grade),140,NA,https://www.amstedgraphite.com,304-624-1200,Anmoore,WV,US,NA,39.2583929,-80.29456206,Active,140,Raw Materials
8005,Service and Repair,8/3/22,NA,Active,NA,And Discover Precision,NA,NA,Testing and/or Certification,Consulting and Analysis,200,NA,https://www.aanddtech.com,734) 822-9556,Ann Arbor,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,44.31,-85.6,Active,200,Support Industries
2010,Battery Grade Materials,6/12/23,NA,Planned or under construction,2025,Anovion,Decatur County Plant,NA,Anode Battery Grade (BG) Materials,Synthetic graphite - Battery grade (BG),400,40000 MT graphite/yr,https://www.anovion-anode.com,NA,Bainbridge,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,NA,NA,Planned (2025),400,Raw Materials
2999,Battery Grade Materials,5/1/23,CH,Planned or under construction,2025,Anovion,Anovion Plant,NA,Graphite,NA,Unknown,35000 tpa/yr,NA,NA,Colbert County,AL,US,https://www.charged-the-book.com/na-ev-supply-chain-map,34.7117567,-87.8942451,Planned (2025),0,Raw Materials
20033,Battery Grade Materials,8/3/22,NA,Active,NA,Anovion,Sanborn Plant,NA,Anode Battery Grade Materials,Synthetic graphite (battery grade),30,5000 MT graphite/yr,https://www.anovion-anode.com,716-731-3221,Sanborn,NY,US,NA,43.13079937,-78.9402936,Active,30,Raw Materials
10001,Modeling,6/29/21,NA,Active,NA,Ansys,NA,NA,Software,Battery and EV Simulation and Design Software,Unknown,NA,https://www.ansys.com,724-820-3700,Canonsburg,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.27197891,-80.16596495,Active,0,Support Industries
2011,Battery Grade Materials,10/31/22,NA,Active,NA,Applied Materials,Applied Materials,NA,Anode Battery Grade (BG) Materials,"Ultra-thin-Li deposition on graphite, SiOx-graphite, and Si anodes, and Li-metal anode",Unknown,NA,https://www.energy_storage_solutions@amat.com,NA,Santa Clara,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.3778293,-121.978814,Active,0,Raw Materials
2012,Battery Grade Materials,12/4/22,NA,Planned or under construction,unknown timeline,Applied Materials,Advanced Prelithiation and Lithium Anode Manufacturing Facility,NA,Anode Active Material,Advanced lithiated anodes,90,5 GWh/yr,https://www.energy_storage_solutions@amat.com,NA,Santa Clara,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.3778293,-121.978814,Planned (unknown timeline),90,Raw Materials
6002,End of Life,8/8/22,NA,Active,NA,Aqua Metals LLC,Aqua Metals Innovation Center,Battery recycling - hydro/pyro/direct,Battery recycling - hydro/pyro/direct,Mixed metal intermediates - alloy/ salts/ sulfates/ mattes,40,NA,https://www.aquametals.com,NA,McCarran,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.53950823,-119.4833852,Active,40,End of Life
3001,Other Battery Components and Materials,11/23/22,NA,Active,NA,Aqualith Advanced Materials,Aqualith,NA,Electrode materials,Aqueous electrolyte,2,NA,https://www.aqualith.net/,240-751-0567,College Park,MD,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.99270531,-76.93853155,Active,2,Manufacturing
70012,Equipment,NA,NA,Active,NA,Arbin Instruments,Arbin Instruments,NA,Testing Equipment,Cell tester; Mod/Pack tester,Unknown,NA,https://www.arbin.com,979-690-2751,College Station,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.52754888,-96.21487763,Active,0,Support Industries
5020,Modules and Packs,8/13/21,NA,Active,NA,Arkema,Arkema - Bostik Adhesives,NA,Non-cell components,Other,Unknown,NA,https://www.arkema.com,270-395-7121,Wauwatosa,WI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.04741365,-88.05395107,Active,0,Manufacturing
30002,Other Battery Components and Materials,8/3/22,NA,Active,NA,Arkema,Arkema - Calvert City manufacturing plant,NA,Electrode materials,Binders,252,NA,https://www.arkema.com,270-395-7121,Calvert City,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.04977614,-88.36625269,Active,252,Manufacturing
30012,Other Battery Components and Materials,8/3/22,NA,Active,NA,Arkema,Arkema - Bostik Adhesives,NA,Electrode materials,Adhesives,Unknown,NA,https://www.arkema.com,414-774-2250,Wauwatosa,WI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.04609643,-88.05493813,Active,0,Manufacturing
90112,Research and Development,11/23/22,NA,Active,NA,Arkema,Arkema King of Prussia R&D,NA,Materials,"Li salts (LiFSI, LiTDI), carbon nanotubes and polyamides",Unknown,NA,https://www.arkema.com,610-878-6500,King of Prussia,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.09615948,-75.40451979,Active,0,Support Industries
3002,Other Battery Components and Materials,7/13/22,NA,Active,NA,ArlanXEO,Arlanxeo,NA,Cell components,Rubber for battery caps; battery cell components; packers,Unknown,NA,https://www.arlanxeo.com,519-337-8251,Sarina,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.04,-94,Active,0,Manufacturing
10002,Modeling,8/6/22,NA,Active,NA,Ascend Analytics,NA,NA,Software,"BatterySIMM Val 
SmartBidder",40,NA,https://www.ascendanalytics.com,303-415-1400,Boulder,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.01658425,-105.2801591,Active,40,Support Industries
2004,Battery Grade Materials,8/4/22,NA,Active,NA,Ascend Elements,Cathode Production and Development,NA,Cathode Active Material (CAM),Nickel manganese cobalt oxide (NMC),Unknown,NA,https://www.ascendelements.com,248-468-6766,Novi,MI,US,NA,42.49059929,-83.48709193,Active,0,Raw Materials
2013,Battery Grade Materials,7/24/23,CH,Planned or under construction,2023,Ascend Elements,Apex 1 (Phase 1),NA,Precursor CAM (pCAM),NMC,250,10000 MT pcAM/yr,https://www.ascendelements.com,508-936-7701,Hopkinsville,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.79765047,-87.42140382,Under construction (2023),250,Raw Materials
2014,Battery Grade Materials,7/24/23,CH,Planned or under construction,unknown timeline,Ascend Elements,Apex 1,NA,Cathode Active Material (CAM),NMC,150,10000 MT CAM/yr,https://www.ascendelements.com,508-936-7701,Hopkinsville,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.79765047,-87.42140382,Planned (unknown timeline),150,Raw Materials
6003,End of Life,8/4/22,NA,Active,NA,Ascend Elements,Recycling Operations,Battery recycling - hydro/pyro/direct,Battery recycling - hydro/pyro/direct,Battery grade metal sulfates,Unknown,NA,https://www.ascendelements.com,508-936-7731,Worcester,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.31436998,-71.79794746,Active,0,End of Life
6004,End of Life,6/13/23,NA,Active,NA,Ascend Elements,Base 1,Battery recycling - hydro/ pyro/ direct,Battery recycling - hydro/ pyro/ direct,Black Mass,200,30000 MT batteries/yr,https://www.ascendelements.com,470-441-7116,Covington,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.61459507,-83.83665269,Active,200,End of Life
